Status;Device ID;Location;Machine;Product;Category;Transaction;TransDate;Type;RCoil;RPrice;RQty;MCoil;MPrice;MQty;LineTotal;TransTotal;Prcd Date
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14642258267;Tuesday, February 1, 2022;Cash;142;1;1;142;1;1;1;1;02/01/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14642421560;Tuesday, February 1, 2022;Cash;142;1;1;142;1;1;1;1;02/01/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Diet Tea - Peach Tea;Non Carbonated;14642739732;Tuesday, February 1, 2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;02/01/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14642794512;Tuesday, February 1, 2022;Cash;140;1;1;140;1;1;1;1;02/01/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14642801893;Tuesday, February 1, 2022;Cash;140;1;1;140;1;1;1;1;02/01/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14642813493;Tuesday, February 1, 2022;Cash;140;1;1;140;1;1;1;1;02/01/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14642848367;Tuesday, February 1, 2022;Cash;146;3;1;146;3;1;3;3;02/01/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14642850333;Tuesday, February 1, 2022;Cash;146;3;1;146;3;1;3;3;02/01/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Miss Vickie's Potato Chip - Lime & Cracked Pe;Food;14643683510;Wednesday, February 2, 2022;Credit;110;1.5;1;110;1.5;1;1.5;1.5;02/02/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Good Health Veggie Stix - Sea Salt;Food;14644539737;Wednesday, February 2, 2022;Cash;113;1.5;1;113;1.5;1;1.5;1.5;02/02/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Takis FUGEO mini;Food;14645187913;Wednesday, February 2, 2022;Cash;121;1.5;1;121;1.5;1;1.5;1.5;02/02/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Poland Springs Water;Water;14645250806;Wednesday, February 2, 2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;02/02/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;NuGo Dark Chocolate - Choc Chip;Food;14645828373;Wednesday, February 2, 2022;Credit;137;2;1;137;2;1;2;2;02/02/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;SunChips Multigrain - Harvest Cheddar;Food;14646311084;Wednesday, February 2, 2022;Credit;122;1.5;1;122;1.5;1;1.5;1.5;02/02/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14647233635;Wednesday, February 2, 2022;Cash;144;3;1;144;3;1;3;3;02/02/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;S. Pellegrino Sparkling Mineral Water;Water;14647334195;Wednesday, February 2, 2022;Cash;143;2;1;143;2;1;2;2;02/02/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Diet Tea - Peach Tea;Non Carbonated;14647809011;Wednesday, February 2, 2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;02/02/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Flaming Hot Limon Crunchy;Food;14648110886;Thursday, February 3, 2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14648420646;Thursday, February 3, 2022;Credit;144;3;1;144;3;1;3;3;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Miss Vickie's Potato Chip - Lime & Cracked Pe;Food;14648745762;Thursday, February 3, 2022;Credit;110;1.5;1;110;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;14648782282;Thursday, February 3, 2022;Credit;148;3;1;148;3;1;3;3;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;14648916034;Thursday, February 3, 2022;Cash;133;2;1;133;2;1;2;2;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Diet Tea - Peach Tea;Non Carbonated;14649260765;Thursday, February 3, 2022;Credit;145;2.5;1;145;2.5;1;2.5;2.5;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;14649790167;Thursday, February 3, 2022;Credit;132;2;1;132;2;1;2;2;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Skinny Pop Popcorn;Food;14650372909;Thursday, February 3, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Skinny Pop Popcorn;Food;14650374016;Thursday, February 3, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Jack Links Beef Steak Original;Food;14650483466;Thursday, February 3, 2022;Credit;133;2;1;133;2;1;2;5.5;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;KitKat - Crisp Wafers;Food;14650483466;Thursday, February 3, 2022;Credit;134;2;1;134;2;1;2;5.5;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Newtons Fig Bar;Food;14650483466;Thursday, February 3, 2022;Credit;136;1.5;1;136;1.5;1;1.5;5.5;02/03/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Snapple Diet Tea - Raspberry;Non Carbonated;14651030290;Thursday, February 3, 2022;Credit;145;2.5;1;145;2.5;1;2.5;2.5;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;V8 Vegetable Juice - Original;Non Carbonated;14651261670;Thursday, February 3, 2022;Credit;142;1.5;1;142;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Takis - Hot Chilli Pepper & Lime;Food;14651266336;Thursday, February 3, 2022;Cash;123;1.5;1;123;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Takis - Hot Chilli Pepper & Lime;Food;14651320573;Thursday, February 3, 2022;Cash;124;1.5;1;124;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Good Health Veggie Stix - Sea Salt;Food;14651323784;Thursday, February 3, 2022;Cash;113;1.5;1;113;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;14651374734;Thursday, February 3, 2022;Cash;148;3;1;148;3;1;3;3;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Spindrift - Sparkling Water  Lime;Carbonated;14651455961;Thursday, February 3, 2022;Cash;140;1.5;1;140;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Belvita Breakfast Cookies - Blueberry;Food;14651458401;Thursday, February 3, 2022;Cash;131;1.5;1;131;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Vitamin Water - Ice Cool Blue Lavender;Water;14651522034;Thursday, February 3, 2022;Cash;144;2.5;1;144;2.5;1;2.5;2.5;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Takis - Hot Chilli Pepper & Lime;Food;14651693354;Thursday, February 3, 2022;Cash;123;1.5;1;123;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Coca Cola - Zero Sugar;Carbonated;14651700602;Thursday, February 3, 2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;V8 Vegetable Juice - Original;Non Carbonated;14651703492;Thursday, February 3, 2022;Cash;142;1.5;1;142;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Skinny Pop Popcorn;Food;14651746101;Thursday, February 3, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;CheezIt - Original;Food;14651749419;Thursday, February 3, 2022;Cash;125;1;1;125;1;1;1;1;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14652065258;Thursday, February 3, 2022;Cash;142;1;1;142;1;1;1;1;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14652065518;Thursday, February 3, 2022;Cash;140;1;1;140;1;1;1;1;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14652065925;Thursday, February 3, 2022;Cash;140;1;1;140;1;1;1;1;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Oreo Single Server 6 ct;Food;14652235051;Thursday, February 3, 2022;Cash;138;2;1;138;2;1;2;2;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14652235248;Thursday, February 3, 2022;Cash;140;1;1;140;1;1;1;1;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14652245408;Thursday, February 3, 2022;Cash;140;1;1;140;1;1;1;1;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14652327057;Thursday, February 3, 2022;Cash;142;1;1;142;1;1;1;1;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;14652340716;Thursday, February 3, 2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14652358233;Thursday, February 3, 2022;Cash;140;1;1;140;1;1;1;1;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14652442264;Thursday, February 3, 2022;Cash;142;1;1;142;1;1;1;1;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14652448254;Thursday, February 3, 2022;Cash;142;1;1;142;1;1;1;1;02/03/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14652714877;Friday, February 4, 2022;Cash;140;1;1;140;1;1;1;1;02/04/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Good Health Veggie Stix - Sea Salt;Food;14652722935;Friday, February 4, 2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;02/04/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14652724789;Friday, February 4, 2022;Cash;141;1;1;141;1;1;1;1;02/04/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Good Health Veggie Stix - Zesty Ranch;Food;14654371924;Friday, February 4, 2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;02/04/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;SunChips Multigrain - Harvest Cheddar;Food;14654396595;Friday, February 4, 2022;Cash;125;1.5;1;125;1.5;1;1.5;1.5;02/04/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Miss Vickie's Potato Chip - Lime & Cracked Pe;Food;14654542066;Friday, February 4, 2022;Credit;110;1.5;1;110;1.5;1;1.5;1.5;02/04/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Kinder - Bueno - Crispy Creamy Chocolate;Food;14654844299;Friday, February 4, 2022;Credit;139;2;1;139;2;1;2;2;02/04/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Keto Krisp - Almond Butter;Carbonated;14655316021;Friday, February 4, 2022;Cash;135;2;1;135;2;1;2;2;02/04/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;NuGo Dark Chocolate - Choc Chip;Food;14655317468;Friday, February 4, 2022;Cash;137;2;1;137;2;1;2;2;02/04/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Wonderful Pistachios - Variety;Food;14655501130;Friday, February 4, 2022;Credit;138;2;2;138;2;2;4;4;02/04/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Vitamin Water - Ice Cool Blue Lavender;Water;14655799684;Friday, February 4, 2022;Cash;144;2.5;1;144;2.5;1;2.5;2.5;02/04/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Coca Cola - Zero Sugar;Carbonated;14655811848;Friday, February 4, 2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;02/04/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14655905253;Friday, February 4, 2022;Cash;141;1;1;141;1;1;1;1;02/04/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14656159187;Friday, February 4, 2022;Cash;140;1;1;140;1;1;1;1;02/04/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;BodyArmor LYTE  - Peach Mango;Water;14656157994;Friday, February 4, 2022;Cash;148;2;1;148;2;1;2;2;02/04/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Coca Cola - Zero Sugar;Carbonated;14656200869;Friday, February 4, 2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;02/04/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Vitamin Water - Ice Cool Blue Lavender;Water;14656232835;Friday, February 4, 2022;Cash;144;2.5;1;144;2.5;1;2.5;2.5;02/04/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;14656359428;Friday, February 4, 2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;02/04/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14656483294;Friday, February 4, 2022;Cash;141;1;1;141;1;1;1;1;02/04/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;KitKat - Crisp Wafers;Food;14656738811;Friday, February 4, 2022;Cash;134;2;1;134;2;1;2;2;02/04/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14656793605;Friday, February 4, 2022;Cash;141;1;1;141;1;1;1;1;02/04/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14656928802;Friday, February 4, 2022;Cash;144;3;1;144;3;1;3;3;02/04/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14656959172;Saturday, February 5, 2022;Cash;141;1;1;141;1;1;1;1;02/04/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14657172457;Saturday, February 5, 2022;Cash;144;3;1;144;3;1;3;3;02/05/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;14657173620;Saturday, February 5, 2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;02/05/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Flaming Hot Limon Crunchy;Food;14657184503;Saturday, February 5, 2022;Cash;120;1.5;1;120;1.5;1;1.5;1.5;02/05/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;V8 Vegetable Juice - Original;Non Carbonated;14657720063;Saturday, February 5, 2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;02/05/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;14657909686;Saturday, February 5, 2022;Credit;137;2;1;137;2;1;2;2;02/05/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Good Health Veggie Stix - Sea Salt;Food;14658268569;Saturday, February 5, 2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;02/05/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Keto Krisp - Almond Butter;Carbonated;14658269936;Saturday, February 5, 2022;Cash;135;1.25;1;135;1.25;1;1.25;1.25;02/05/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;V8 Vegetable Juice - Original;Non Carbonated;14658376115;Saturday, February 5, 2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;02/05/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Red Bull - Original;Carbonated;14658547557;Saturday, February 5, 2022;Credit;148;3.5;1;148;3.5;1;3.5;3.5;02/05/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Red Bull - Original;Carbonated;14658550685;Saturday, February 5, 2022;Credit;148;3.5;1;148;3.5;1;3.5;3.5;02/05/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Good Health Veggie Stix - Sea Salt;Food;14658938087;Saturday, February 5, 2022;Cash;110;1.5;1;110;1.5;1;1.5;1.5;02/05/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Spindrift - Sparkling Water Raspberry Lime;Non Carbonated;14659427620;Saturday, February 5, 2022;Cash;140;1.5;1;140;1.5;1;1.5;1.5;02/05/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Miss Vickie's Potato Chip - Jalapeno;Food;14659676194;Saturday, February 5, 2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;02/05/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;V8 Vegetable Juice - Original;Non Carbonated;14660930391;Sunday, February 6, 2022;Cash;141;1.5;1;141;1.5;1;1.5;1.5;02/06/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Monster Energy Original;Carbonated;14660971272;Sunday, February 6, 2022;Cash;146;3;1;146;3;1;3;3;02/06/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14661248744;Sunday, February 6, 2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;02/06/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;KitKat - Crisp Wafers;Food;14661251334;Sunday, February 6, 2022;Cash;130;2;1;130;2;1;2;2;02/06/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Bai Antioxidant - Molokai Coconut;Non Carbonated;14661331173;Sunday, February 6, 2022;Cash;144;2.5;1;144;2.5;1;2.5;2.5;02/06/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Robert Irvine's - Fit Crunch -  Chocolate Pea;Food;14661509975;Sunday, February 6, 2022;Credit;137;2;1;137;2;1;2;2;02/06/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Bai Antioxidant - Molokai Coconut;Non Carbonated;14661635421;Sunday, February 6, 2022;Credit;144;2.5;1;144;2.5;1;2.5;2.5;02/06/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Good Health Veggie Stix - Sea Salt;Food;14661773325;Sunday, February 6, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;02/06/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14661887265;Sunday, February 6, 2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;02/06/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Zevia Zero Calorie Energy - Mango Ginger;Non Carbonated;14662128280;Sunday, February 6, 2022;Cash;148;2.5;1;148;2.5;1;2.5;2.5;02/06/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14662687802;Monday, February 7, 2022;Credit;144;1.5;2;144;1.5;2;3;3;02/06/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14662688836;Monday, February 7, 2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;02/06/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Miss Vickie's Potato Chip - Smokehouse BBQ;Food;14663320332;Monday, February 7, 2022;Credit;111;1.5;1;111;1.5;1;1.5;1.5;02/07/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Bubly - Cherry;Carbonated;14663498695;Monday, February 7, 2022;Credit;140;1.5;1;140;1.5;1;1.5;1.5;02/07/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Miss Vickie's Potato Chip - Smokehouse BBQ;Food;14663673381;Monday, February 7, 2022;Cash;111;1.5;1;111;1.5;1;1.5;1.5;02/07/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Keto Krisp - Almond Butter;Carbonated;14663839806;Monday, February 7, 2022;Credit;135;2;1;135;2;1;2;2;02/07/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;NuGo Dark Chocolate - Choc Chip;Food;14665320687;Monday, February 7, 2022;Credit;137;2;1;137;2;1;2;2;02/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Cheetos Flaming Hot Limon Crunchy;Food;14665346142;Monday, February 7, 2022;Credit;120;1.5;1;120;1.5;1;1.5;3;02/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Skinny Pop Popcorn;Food;14665346142;Monday, February 7, 2022;Credit;111;1.5;1;111;1.5;1;1.5;3;02/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;14665556811;Monday, February 7, 2022;Credit;110;1.5;1;110;1.5;1;1.5;1.5;02/07/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Red Bull - Original;Carbonated;14666055106;Monday, February 7, 2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;02/07/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Red Bull - Original;Carbonated;14666062656;Monday, February 7, 2022;Cash;148;3.5;1;148;3.5;1;3.5;3.5;02/07/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Snapple Diet Tea - Raspberry;Non Carbonated;14666127240;Monday, February 7, 2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;02/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14666503964;Monday, February 7, 2022;Cash;140;1;1;140;1;1;1;1;02/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14666946010;Monday, February 7, 2022;Cash;141;1;1;141;1;1;1;1;02/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14666959800;Monday, February 7, 2022;Cash;140;1;1;140;1;1;1;1;02/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14666991176;Monday, February 7, 2022;Cash;140;1;1;140;1;1;1;1;02/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Coca Cola - Zero Sugar;Carbonated;14667359009;Monday, February 7, 2022;Cash;141;1;1;141;1;1;1;1;02/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Doritos Famin Hot Nacho;Food;14667396376;Monday, February 7, 2022;Credit;110;1.5;1;110;1.5;1;1.5;1.5;02/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Good Health Veggie Stix - Sea Salt;Food;14667401189;Monday, February 7, 2022;Cash;112;1.5;1;112;1.5;1;1.5;1.5;02/07/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14667566664;Monday, February 7, 2022;Credit;146;3;1;146;3;1;3;3;02/07/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14667602089;Tuesday, February 8, 2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;02/07/2022
Processed;VJ300205292;Brunswick Sq Mall;BSQ Mall x1364 - Zales;Poland Springs Water;Water;14667603465;Tuesday, February 8, 2022;Cash;144;1.5;1;144;1.5;1;1.5;1.5;02/07/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Miss Vickie's Potato Chip - Sea Salt Original;Food;14668253038;Tuesday, February 8, 2022;Cash;114;1.5;1;114;1.5;1;1.5;1.5;02/08/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Snapple Diet Tea - Lemon;Non Carbonated;14670046751;Tuesday, February 8, 2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;02/08/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Keto Krisp - Almond Butter;Carbonated;14670966963;Tuesday, February 8, 2022;Cash;135;2;1;135;2;1;2;2;02/08/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Keto Krisp - Almond Butter;Carbonated;14671153805;Tuesday, February 8, 2022;Cash;135;1.25;1;135;1.25;1;1.25;1.25;02/08/2022
Processed;VJ300320611;Brunswick Sq Mall;BSQ Mall x1366 - ATT;Keto Krisp - Almond Butter;Carbonated;14671154999;Tuesday, February 8, 2022;Cash;135;1.25;1;135;1.25;1;1.25;1.25;02/08/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Snapple Diet Tea - Peach Tea;Non Carbonated;14671780713;Tuesday, February 8, 2022;Cash;145;2.5;1;145;2.5;1;2.5;2.5;02/08/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Popchips Potato - Barbeque;Food;14671784749;Tuesday, February 8, 2022;Cash;114;1.5;1;114;1.5;1;1.5;1.5;02/08/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Sunkist Soda - Orange;Carbonated;14672118899;Tuesday, February 8, 2022;Cash;140;1;1;140;1;1;1;1;02/08/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Monster Energy Original;Carbonated;14672488224;Tuesday, February 8, 2022;Cash;144;3;1;144;3;1;3;3;02/08/2022
Processed;VJ300320609;GuttenPlans;GuttenPlans x1367;Red Bull - Original;Carbonated;14672588565;Tuesday, February 8, 2022;Cash;148;3;1;148;3;1;3;3;02/08/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Good Health Veggie Stix - Sea Salt;Food;14674411445;Wednesday, February 9, 2022;Cash;113;1.5;1;113;1.5;1;1.5;1.5;02/09/2022
Processed;VJ300320686;Earle Asphalt;Earle Asphalt x1371;Wonderful Pistachios - Variety;Food;14674422889;Wednesday, February 9, 2022;Cash;138;2;1;138;2;1;2;2;02/09/2022
