location,event_stage,event_status,time,event_url,discipline_code,discipline
National Aquatics Centre - Sheet C,Mixed Doubles Semi-final,Finished,2022-02-07T20:05:00+08:00,../../../en/results/curling/results-mixed-doubles-sfnl-000101-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Mixed Doubles Bronze Medal Game,Finished,2022-02-08T14:05:00+08:00,../../../en/results/curling/results-mixed-doubles-fnl-000201-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Mixed Doubles Gold Medal Game,Finished,2022-02-08T20:05:00+08:00,../../../en/results/curling/results-mixed-doubles-fnl-000101-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Men's Round Robin Session 1,Finished,2022-02-09T20:05:00+08:00,../../../en/results/curling/results-men-prel-000101-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Round Robin Session 1,Finished,2022-02-09T20:05:00+08:00,../../../en/results/curling/results-men-prel-000102-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Men's Round Robin Session 1,Finished,2022-02-09T20:05:00+08:00,../../../en/results/curling/results-men-prel-000103-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Men's Round Robin Session 1,Finished,2022-02-09T20:05:00+08:00,../../../en/results/curling/results-men-prel-000104-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Women's Round Robin Session 1,Finished,2022-02-10T09:05:00+08:00,../../../en/results/curling/results-women-prel-000101-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Round Robin Session 1,Finished,2022-02-10T09:05:00+08:00,../../../en/results/curling/results-women-prel-000102-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Women's Round Robin Session 1,Finished,2022-02-10T09:05:00+08:00,../../../en/results/curling/results-women-prel-000103-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Women's Round Robin Session 1,Finished,2022-02-10T09:05:00+08:00,../../../en/results/curling/results-women-prel-000104-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Men's Round Robin Session 2,Finished,2022-02-10T14:05:00+08:00,../../../en/results/curling/results-men-prel-000201-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Round Robin Session 2,Finished,2022-02-10T14:05:00+08:00,../../../en/results/curling/results-men-prel-000202-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Men's Round Robin Session 2,Finished,2022-02-10T14:05:00+08:00,../../../en/results/curling/results-men-prel-000203-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Men's Round Robin Session 2,Finished,2022-02-10T14:05:00+08:00,../../../en/results/curling/results-men-prel-000204-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Women's Round Robin Session 2,Finished,2022-02-10T20:05:00+08:00,../../../en/results/curling/results-women-prel-000201-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Round Robin Session 2,Finished,2022-02-10T20:05:00+08:00,../../../en/results/curling/results-women-prel-000202-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Women's Round Robin Session 2,Finished,2022-02-10T20:05:00+08:00,../../../en/results/curling/results-women-prel-000203-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Women's Round Robin Session 2,Finished,2022-02-10T20:05:00+08:00,../../../en/results/curling/results-women-prel-000204-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Men's Round Robin Session 3,Finished,2022-02-11T09:05:00+08:00,../../../en/results/curling/results-men-prel-000301-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Round Robin Session 3,Finished,2022-02-11T09:05:00+08:00,../../../en/results/curling/results-men-prel-000302-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Men's Round Robin Session 3,Finished,2022-02-11T09:05:00+08:00,../../../en/results/curling/results-men-prel-000303-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Men's Round Robin Session 3,Finished,2022-02-11T09:05:00+08:00,../../../en/results/curling/results-men-prel-000304-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Women's Round Robin Session 3,Finished,2022-02-11T14:05:00+08:00,../../../en/results/curling/results-women-prel-000301-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Round Robin Session 3,Finished,2022-02-11T14:05:00+08:00,../../../en/results/curling/results-women-prel-000302-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Women's Round Robin Session 3,Finished,2022-02-11T14:05:00+08:00,../../../en/results/curling/results-women-prel-000303-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Women's Round Robin Session 3,Finished,2022-02-11T14:05:00+08:00,../../../en/results/curling/results-women-prel-000304-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Round Robin Session 4,Finished,2022-02-11T20:05:00+08:00,../../../en/results/curling/results-men-prel-000402-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Men's Round Robin Session 4,Finished,2022-02-11T20:05:00+08:00,../../../en/results/curling/results-men-prel-000403-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Men's Round Robin Session 4,Finished,2022-02-11T20:05:00+08:00,../../../en/results/curling/results-men-prel-000404-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Women's Round Robin Session 4,Finished,2022-02-12T09:05:00+08:00,../../../en/results/curling/results-women-prel-000401-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Round Robin Session 4,Finished,2022-02-12T09:05:00+08:00,../../../en/results/curling/results-women-prel-000402-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Women's Round Robin Session 4,Finished,2022-02-12T09:05:00+08:00,../../../en/results/curling/results-women-prel-000404-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Men's Round Robin Session 5,Finished,2022-02-12T14:05:00+08:00,../../../en/results/curling/results-men-prel-000501-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Round Robin Session 5,Finished,2022-02-12T14:05:00+08:00,../../../en/results/curling/results-men-prel-000502-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Men's Round Robin Session 5,Finished,2022-02-12T14:05:00+08:00,../../../en/results/curling/results-men-prel-000503-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Men's Round Robin Session 5,Finished,2022-02-12T14:05:00+08:00,../../../en/results/curling/results-men-prel-000504-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Women's Round Robin Session 5,Finished,2022-02-12T20:05:00+08:00,../../../en/results/curling/results-women-prel-000501-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Round Robin Session 5,Finished,2022-02-12T20:05:00+08:00,../../../en/results/curling/results-women-prel-000502-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Women's Round Robin Session 5,Finished,2022-02-12T20:05:00+08:00,../../../en/results/curling/results-women-prel-000503-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Women's Round Robin Session 5,Finished,2022-02-12T20:05:00+08:00,../../../en/results/curling/results-women-prel-000504-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Men's Round Robin Session 6,Finished,2022-02-13T09:05:00+08:00,../../../en/results/curling/results-men-prel-000601-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Round Robin Session 6,Finished,2022-02-13T09:05:00+08:00,../../../en/results/curling/results-men-prel-000602-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Men's Round Robin Session 6,Finished,2022-02-13T09:05:00+08:00,../../../en/results/curling/results-men-prel-000603-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Men's Round Robin Session 6,Finished,2022-02-13T09:05:00+08:00,../../../en/results/curling/results-men-prel-000604-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Women's Round Robin Session 6,Finished,2022-02-13T14:05:00+08:00,../../../en/results/curling/results-women-prel-000601-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Round Robin Session 6,Finished,2022-02-13T14:05:00+08:00,../../../en/results/curling/results-women-prel-000602-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Women's Round Robin Session 6,Finished,2022-02-13T14:05:00+08:00,../../../en/results/curling/results-women-prel-000603-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Women's Round Robin Session 6,Finished,2022-02-13T14:05:00+08:00,../../../en/results/curling/results-women-prel-000604-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Men's Round Robin Session 7,Finished,2022-02-13T20:05:00+08:00,../../../en/results/curling/results-men-prel-000701-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Round Robin Session 7,Finished,2022-02-13T20:05:00+08:00,../../../en/results/curling/results-men-prel-000702-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Men's Round Robin Session 7,Finished,2022-02-13T20:05:00+08:00,../../../en/results/curling/results-men-prel-000704-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Round Robin Session 7,Finished,2022-02-14T09:05:00+08:00,../../../en/results/curling/results-women-prel-000702-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Women's Round Robin Session 7,Finished,2022-02-14T09:05:00+08:00,../../../en/results/curling/results-women-prel-000703-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Women's Round Robin Session 7,Finished,2022-02-14T09:05:00+08:00,../../../en/results/curling/results-women-prel-000704-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Men's Round Robin Session 8,Finished,2022-02-14T14:05:00+08:00,../../../en/results/curling/results-men-prel-000801-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Round Robin Session 8,Finished,2022-02-14T14:05:00+08:00,../../../en/results/curling/results-men-prel-000802-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Men's Round Robin Session 8,Finished,2022-02-14T14:05:00+08:00,../../../en/results/curling/results-men-prel-000803-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Men's Round Robin Session 8,Finished,2022-02-14T14:05:00+08:00,../../../en/results/curling/results-men-prel-000804-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Women's Round Robin Session 8,Finished,2022-02-14T20:05:00+08:00,../../../en/results/curling/results-women-prel-000801-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Round Robin Session 8,Finished,2022-02-14T20:05:00+08:00,../../../en/results/curling/results-women-prel-000802-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Women's Round Robin Session 8,Finished,2022-02-14T20:05:00+08:00,../../../en/results/curling/results-women-prel-000803-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Women's Round Robin Session 8,Finished,2022-02-14T20:05:00+08:00,../../../en/results/curling/results-women-prel-000804-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Men's Round Robin Session 9,Finished,2022-02-15T09:05:00+08:00,../../../en/results/curling/results-men-prel-000901-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Round Robin Session 9,Finished,2022-02-15T09:05:00+08:00,../../../en/results/curling/results-men-prel-000902-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Men's Round Robin Session 9,Finished,2022-02-15T09:05:00+08:00,../../../en/results/curling/results-men-prel-000903-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Men's Round Robin Session 9,Finished,2022-02-15T09:05:00+08:00,../../../en/results/curling/results-men-prel-000904-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Women's Round Robin Session 9,Finished,2022-02-15T14:05:00+08:00,../../../en/results/curling/results-women-prel-000901-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Round Robin Session 9,Finished,2022-02-15T14:05:00+08:00,../../../en/results/curling/results-women-prel-000902-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Women's Round Robin Session 9,Finished,2022-02-15T14:05:00+08:00,../../../en/results/curling/results-women-prel-000903-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Women's Round Robin Session 9,Finished,2022-02-15T14:05:00+08:00,../../../en/results/curling/results-women-prel-000904-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Men's Round Robin Session 10,Finished,2022-02-15T20:05:00+08:00,../../../en/results/curling/results-men-prel-001001-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Round Robin Session 10,Finished,2022-02-15T20:05:00+08:00,../../../en/results/curling/results-men-prel-001002-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Men's Round Robin Session 10,Finished,2022-02-15T20:05:00+08:00,../../../en/results/curling/results-men-prel-001003-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Men's Round Robin Session 10,Finished,2022-02-15T20:05:00+08:00,../../../en/results/curling/results-men-prel-001004-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Women's Round Robin Session 10,Finished,2022-02-16T09:05:00+08:00,../../../en/results/curling/results-women-prel-001001-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Round Robin Session 10,Finished,2022-02-16T09:05:00+08:00,../../../en/results/curling/results-women-prel-001002-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Women's Round Robin Session 10,Finished,2022-02-16T09:05:00+08:00,../../../en/results/curling/results-women-prel-001003-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Men's Round Robin Session 11,Finished,2022-02-16T14:05:00+08:00,../../../en/results/curling/results-men-prel-001101-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Round Robin Session 11,Finished,2022-02-16T14:05:00+08:00,../../../en/results/curling/results-men-prel-001102-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Men's Round Robin Session 11,Finished,2022-02-16T14:05:00+08:00,../../../en/results/curling/results-men-prel-001103-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Women's Round Robin Session 11,Finished,2022-02-16T20:05:00+08:00,../../../en/results/curling/results-women-prel-001101-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Round Robin Session 11,Finished,2022-02-16T20:05:00+08:00,../../../en/results/curling/results-women-prel-001102-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Women's Round Robin Session 11,Finished,2022-02-16T20:05:00+08:00,../../../en/results/curling/results-women-prel-001103-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Women's Round Robin Session 11,Finished,2022-02-16T20:05:00+08:00,../../../en/results/curling/results-women-prel-001104-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Men's Round Robin Session 12,Finished,2022-02-17T09:05:00+08:00,../../../en/results/curling/results-men-prel-001201-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Round Robin Session 12,Finished,2022-02-17T09:05:00+08:00,../../../en/results/curling/results-men-prel-001202-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Men's Round Robin Session 12,Finished,2022-02-17T09:05:00+08:00,../../../en/results/curling/results-men-prel-001203-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Men's Round Robin Session 12,Finished,2022-02-17T09:05:00+08:00,../../../en/results/curling/results-men-prel-001204-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Women's Round Robin Session 12,Finished,2022-02-17T14:05:00+08:00,../../../en/results/curling/results-women-prel-001201-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Round Robin Session 12,Finished,2022-02-17T14:05:00+08:00,../../../en/results/curling/results-women-prel-001202-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Women's Round Robin Session 12,Finished,2022-02-17T14:05:00+08:00,../../../en/results/curling/results-women-prel-001203-.htm,CUR,Curling
National Aquatics Centre - Sheet D,Women's Round Robin Session 12,Finished,2022-02-17T14:05:00+08:00,../../../en/results/curling/results-women-prel-001204-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Men's Semi-final,Finished,2022-02-17T20:05:00+08:00,../../../en/results/curling/results-men-sfnl-000102-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Men's Semi-final,Finished,2022-02-17T20:05:00+08:00,../../../en/results/curling/results-men-sfnl-000101-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Bronze Medal Game,Finished,2022-02-18T14:05:00+08:00,../../../en/results/curling/results-men-fnl-000201-.htm,CUR,Curling
National Aquatics Centre - Sheet A,Women's Semi-final,Finished,2022-02-18T20:05:00+08:00,../../../en/results/curling/results-women-sfnl-000102-.htm,CUR,Curling
National Aquatics Centre - Sheet C,Women's Semi-final,Finished,2022-02-18T20:05:00+08:00,../../../en/results/curling/results-women-sfnl-000101-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Men's Gold Medal Game,Finished,2022-02-19T14:50:00+08:00,../../../en/results/curling/results-men-fnl-000101-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Bronze Medal Game,Finished,2022-02-19T20:05:00+08:00,../../../en/results/curling/results-women-fnl-000201-.htm,CUR,Curling
National Aquatics Centre - Sheet B,Women's Gold Medal Game,Finished,2022-02-20T09:05:00+08:00,../../../en/results/curling/results-women-fnl-000101-.htm,CUR,Curling
Capital Indoor Stadium,Team Event - Men Single Skating - Short Program,Finished,2022-02-04T09:55:00+08:00,../../../en/results/figure-skating/results-team-event-qual-0001mn-.htm,FSK,Figure Skating
Capital Indoor Stadium,Team Event - Ice Dance - Rhythm Dance,Finished,2022-02-04T11:35:00+08:00,../../../en/results/figure-skating/results-team-event-qual-0004dc-.htm,FSK,Figure Skating
Capital Indoor Stadium,Team Event - Pair Skating - Short Program,Finished,2022-02-04T13:15:00+08:00,../../../en/results/figure-skating/results-team-event-qual-0003pr-.htm,FSK,Figure Skating
Capital Indoor Stadium,Team Event - Women Single Skating - Short Program,Finished,2022-02-06T09:30:00+08:00,../../../en/results/figure-skating/results-team-event-qual-0002ld-.htm,FSK,Figure Skating
Capital Indoor Stadium,Team Event - Men Single Skating - Free Skating,Finished,2022-02-06T11:50:00+08:00,../../../en/results/figure-skating/results-team-event-fnl-0001mn-.htm,FSK,Figure Skating
Capital Indoor Stadium,Team Event - Pair Skating - Free Skating,Finished,2022-02-07T09:15:00+08:00,../../../en/results/figure-skating/results-team-event-fnl-0003pr-.htm,FSK,Figure Skating
Capital Indoor Stadium,Team Event - Ice Dance - Free Dance,Finished,2022-02-07T10:30:00+08:00,../../../en/results/figure-skating/results-team-event-fnl-0004dc-.htm,FSK,Figure Skating
Capital Indoor Stadium,Team Event - Women Single Skating - Free Skating,Finished,2022-02-07T11:35:00+08:00,../../../en/results/figure-skating/results-team-event-fnl-0002ld-.htm,FSK,Figure Skating
Capital Indoor Stadium,Men Single Skating - Short Program,Finished,2022-02-08T09:15:00+08:00,../../../en/results/figure-skating/results-men-single-skating-qual-000100-.htm,FSK,Figure Skating
Capital Indoor Stadium,Men Single Skating - Free Skating,Finished,2022-02-10T09:30:00+08:00,../../../en/results/figure-skating/results-men-single-skating-fnl-000100-.htm,FSK,Figure Skating
Capital Indoor Stadium,Ice Dance - Rhythm Dance,Finished,2022-02-12T19:00:00+08:00,../../../en/results/figure-skating/results-ice-dance-qual-000100-.htm,FSK,Figure Skating
Capital Indoor Stadium,Ice Dance - Free Dance,Finished,2022-02-14T09:15:00+08:00,../../../en/results/figure-skating/results-ice-dance-fnl-000100-.htm,FSK,Figure Skating
Capital Indoor Stadium,Women Single Skating - Short Program,Finished,2022-02-15T18:00:00+08:00,../../../en/results/figure-skating/results-women-single-skating-qual-000100-.htm,FSK,Figure Skating
Capital Indoor Stadium,Women Single Skating - Free Skating,Finished,2022-02-17T18:00:00+08:00,../../../en/results/figure-skating/results-women-single-skating-fnl-000100-.htm,FSK,Figure Skating
Capital Indoor Stadium,Pair Skating - Short Program,Finished,2022-02-18T18:30:00+08:00,../../../en/results/figure-skating/results-pair-skating-qual-000100-.htm,FSK,Figure Skating
Capital Indoor Stadium,Pair Skating - Free Skating,Finished,2022-02-19T19:00:00+08:00,../../../en/results/figure-skating/results-pair-skating-fnl-000100-.htm,FSK,Figure Skating
Genting Snow Park A & M Stadium,Women's Moguls Qualification 1,Finished,2022-02-03T18:00:00+08:00,../../../en/results/freestyle-skiing/results-women-s-moguls-qual-000100-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Men's Moguls Qualification 1,Finished,2022-02-03T19:45:00+08:00,../../../en/results/freestyle-skiing/results-men-s-moguls-qual-000100-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Men's Moguls Qualification 2,Finished,2022-02-05T18:00:00+08:00,../../../en/results/freestyle-skiing/results-men-s-moguls-qual-000200-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Men's Moguls Final 1,Finished,2022-02-05T19:30:00+08:00,../../../en/results/freestyle-skiing/results-men-s-moguls-fnl-000100-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Men's Moguls Final 2,Finished,2022-02-05T20:05:00+08:00,../../../en/results/freestyle-skiing/results-men-s-moguls-fnl-000200-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Men's Moguls Final 3,Finished,2022-02-05T20:40:00+08:00,../../../en/results/freestyle-skiing/results-men-s-moguls-fnl-000300-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Women's Moguls Qualification 2,Finished,2022-02-06T18:00:00+08:00,../../../en/results/freestyle-skiing/results-women-s-moguls-qual-000200-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Women's Moguls Final 1,Finished,2022-02-06T19:30:00+08:00,../../../en/results/freestyle-skiing/results-women-s-moguls-fnl-000100-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Women's Moguls Final 2,Finished,2022-02-06T20:05:00+08:00,../../../en/results/freestyle-skiing/results-women-s-moguls-fnl-000200-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Women's Moguls Final 3,Finished,2022-02-06T20:40:00+08:00,../../../en/results/freestyle-skiing/results-women-s-moguls-fnl-000300-.htm,FRS,Freestyle Skiing
Big Air Shougang,Women's Freeski Big Air Qualification Run 1,Finished,2022-02-07T09:30:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-big-air-qual.htm,FRS,Freestyle Skiing
Big Air Shougang,Women's Freeski Big Air Qualification Run 2,Finished,2022-02-07T10:15:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-big-air-qual.htm,FRS,Freestyle Skiing
Big Air Shougang,Women's Freeski Big Air Qualification Run 3,Finished,2022-02-07T11:00:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-big-air-qual.htm,FRS,Freestyle Skiing
Big Air Shougang,Men's Freeski Big Air Qualification Run 1,Finished,2022-02-07T13:30:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-big-air-qual.htm,FRS,Freestyle Skiing
Big Air Shougang,Men's Freeski Big Air Qualification Run 2,Finished,2022-02-07T14:15:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-big-air-qual.htm,FRS,Freestyle Skiing
Big Air Shougang,Men's Freeski Big Air Qualification Run 3,Finished,2022-02-07T15:00:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-big-air-qual.htm,FRS,Freestyle Skiing
Big Air Shougang,Women's Freeski Big Air Final Run 1,Finished,2022-02-08T10:00:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-big-air-fnl-.htm,FRS,Freestyle Skiing
Big Air Shougang,Women's Freeski Big Air Final Run 2,Finished,2022-02-08T10:22:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-big-air-fnl-.htm,FRS,Freestyle Skiing
Big Air Shougang,Women's Freeski Big Air Final Run 3,Finished,2022-02-08T10:45:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-big-air-fnl-.htm,FRS,Freestyle Skiing
Big Air Shougang,Men's Freeski Big Air Final Run 1,Finished,2022-02-09T11:00:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-big-air-fnl-.htm,FRS,Freestyle Skiing
Big Air Shougang,Men's Freeski Big Air Final Run 2,Finished,2022-02-09T11:22:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-big-air-fnl-.htm,FRS,Freestyle Skiing
Big Air Shougang,Men's Freeski Big Air Final Run 3,Finished,2022-02-09T11:48:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-big-air-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Mixed Team Aerials Final 1,Finished,2022-02-10T19:00:00+08:00,../../../en/results/freestyle-skiing/results-mixed-team-aerials-fnl-000100-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Mixed Team Aerials Final 2,Finished,2022-02-10T19:50:00+08:00,../../../en/results/freestyle-skiing/results-mixed-team-aerials-fnl-000200-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Women's Freeski Slopestyle Qualification Run 1,Finished,2022-02-14T10:00:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-slopestyle-qual.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Women's Freeski Slopestyle Qualification Run 2,Finished,2022-02-14T11:01:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-slopestyle-qual.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Women's Aerials Qualification 1,Finished,2022-02-14T15:00:00+08:00,../../../en/results/freestyle-skiing/results-women-s-aerials-qual-000100-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Women's Aerials Qualification 2,Finished,2022-02-14T15:45:00+08:00,../../../en/results/freestyle-skiing/results-women-s-aerials-qual-000200-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Women's Aerials Final 1,Finished,2022-02-14T19:00:00+08:00,../../../en/results/freestyle-skiing/results-women-s-aerials-fnl-000100-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Women's Aerials Final 2,Finished,2022-02-14T20:00:00+08:00,../../../en/results/freestyle-skiing/results-women-s-aerials-fnl-000200-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Women's Freeski Slopestyle Final Run 1,Finished,2022-02-15T09:30:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-slopestyle-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Women's Freeski Slopestyle Final Run 2,Finished,2022-02-15T09:57:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-slopestyle-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Women's Freeski Slopestyle Final Run 3,Finished,2022-02-15T10:24:00+08:00,../../../en/results/freestyle-skiing/results-women-s-freeski-slopestyle-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Men's Freeski Slopestyle Qualification Run 1,Finished,2022-02-15T12:30:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-slopestyle-qual.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Men's Freeski Slopestyle Qualification Run 2,Finished,2022-02-15T13:33:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-slopestyle-qual.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Men's Aerials Qualification 1,Finished,2022-02-15T19:00:00+08:00,../../../en/results/freestyle-skiing/results-men-s-aerials-qual-000100-.htm,FRS,Freestyle Skiing
Genting Snow Park A & M Stadium,Men's Aerials Qualification 2,Finished,2022-02-15T19:45:00+08:00,../../../en/results/freestyle-skiing/results-men-s-aerials-qual-000200-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Men's Freeski Slopestyle Final Run 1,Finished,2022-02-16T09:30:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-slopestyle-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Men's Freeski Slopestyle Final Run 2,Finished,2022-02-16T09:58:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-slopestyle-fnl-.htm,FRS,Freestyle Skiing
Genting Snow Park H & S Stadium,Men's Freeski Slopestyle Final Run 3,Finished,2022-02-16T10:26:00+08:00,../../../en/results/freestyle-skiing/results-men-s-freeski-slopestyle-fnl-.htm,FRS,Freestyle Skiing
